date,content,cleaned_article_stemming,cleaned_article_lemmatization
2019-12-02,"Air Liquide fait preuve d'une vulnérabilité inattendue: le titre rechute de -2,7%, sous 120E après avoir ricoché sous 123E vendredi 29/11. Le titre efface tous ses gains depuis le 13/11 alors qu'il sous-performait déjà le CAC40. Plusieurs supports se dessinent à court terme, vers 118,6E (plancher du 12/11) puis 116E (plancher du 22/10).","['fait', 'preuv', 'vulner', 'inattendu', 'titr', 'rechut', 'sous', 'apres', 'avoir', 'ricoch', 'sous', 'vendred', 'le', 'titr', 'effac', 'tous', 'gain', 'depuis', 'alor', 'déjà', 'plusieur', 'support', 'dessinent', 'court', 'term', 'ver', 'planch', 'puis', 'planch']","['Air', 'Liquide', 'fait', 'preuve', 'vulnérabilité', 'inattendue', 'titre', 'rechute', 'sou', 'après', 'avoir', 'ricoché', 'sou', 'vendredi', 'Le', 'titre', 'efface', 'tous', 'gain', 'depuis', 'alors', 'déjà', 'Plusieurs', 'support', 'dessinent', 'court', 'terme', 'vers', 'plancher', 'puis', 'plancher']"
2019-12-02,"La société BlackRock, Inc. agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré avoir franchi en hausse, le 28 novembre 2019, les seuils de 5% du capital et des droits de vote de la société Air Liquide et détenir, pour le compte desdits clients et fonds, 23 797 830 actions Air Liquide représentant autant de droits de vote, soit 5,03% du capital et des droits de vote de cette société. Ce franchissement de seuils résulte d'une augmentation du nombre d'actions Air Liquide détenues à titre de collatéral.","['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'hauss', 'novembr', 'seuil', 'capital', 'droit', 'vot', 'societ', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'augment', 'nombr', 'détenu', 'titr', 'collatéral']","['La', 'société', 'BlackRock', 'agissant', 'compte', 'client', 'fonds', 'dont', 'assure', 'gestion', 'a', 'déclaré', 'avoir', 'franchi', 'hausse', 'novembre', 'seuils', 'capital', 'droits', 'vote', 'société', 'Air', 'Liquide', 'détenir', 'compte', 'desdits', 'client', 'fonds', 'action', 'Air', 'Liquide', 'représentant', 'autant', 'droits', 'vote', 'capital', 'droits', 'vote', 'cette', 'société', 'Ce', 'franchissement', 'seuils', 'résulte', 'augmentation', 'nombre', 'Air', 'Liquide', 'détenues', 'titre', 'collatéral']"
2019-11-29,"La société BlackRock, Inc. agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré avoir franchi en baisse, le 26 novembre 2019, les seuils de 5% du capital et des droits de vote de la société Air Liquide et détenir, pour le compte desdits clients et fonds, 23 570 161 actions Air Liquide représentant autant de droits de vote, soit 4,98% du capital et des droits de vote de cette société. Ce franchissement de seuils résulte d'une cession d'actions Air Liquide hors marché et d'une diminution d'actions Air Liquide détenues à titre de collatéral.","['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'baiss', 'novembr', 'seuil', 'capital', 'droit', 'vot', 'societ', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'cession', 'hor', 'march', 'diminu', 'détenu', 'titr', 'collatéral']","['La', 'société', 'BlackRock', 'agissant', 'compte', 'client', 'fonds', 'dont', 'assure', 'gestion', 'a', 'déclaré', 'avoir', 'franchi', 'baisse', 'novembre', 'seuils', 'capital', 'droits', 'vote', 'société', 'Air', 'Liquide', 'détenir', 'compte', 'desdits', 'client', 'fonds', 'action', 'Air', 'Liquide', 'représentant', 'autant', 'droits', 'vote', 'capital', 'droits', 'vote', 'cette', 'société', 'Ce', 'franchissement', 'seuils', 'résulte', 'cession', 'Air', 'Liquide', 'hors', 'marché', 'diminution', 'Air', 'Liquide', 'détenues', 'titre', 'collatéral']"
2019-11-26,"BlackRock, agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré à l'AMF avoir franchi en hausse, le 22 novembre, les seuils de 5% du capital et des droits de vote d'Air Liquide et détenir 5,03% du capital et des droits de vote. Ce franchissement de seuils résulte d'une augmentation d'actions Air Liquide détenues à titre de collatéral.","['blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'hauss', 'novembr', 'seuil', 'capital', 'droit', 'vot', 'déten', 'capital', 'droit', 'vot', 'ce', 'franch', 'seuil', 'résult', 'augment', 'détenu', 'titr', 'collatéral']","['BlackRock', 'agissant', 'compte', 'client', 'fonds', 'dont', 'assure', 'gestion', 'a', 'déclaré', 'avoir', 'franchi', 'hausse', 'novembre', 'seuils', 'capital', 'droits', 'vote', 'Liquide', 'détenir', 'capital', 'droits', 'vote', 'Ce', 'franchissement', 'seuils', 'résulte', 'augmentation', 'Air', 'Liquide', 'détenues', 'titre', 'collatéral']"
2019-11-21,"La société BlackRock agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré avoir franchi en hausse, le 19 novembre 2019, les seuils de 5% du capital et des droits de vote de la société Air Liquide et détenir, pour le compte desdits clients et fonds, 23 653 222 actions Air Liquide représentant autant de droits de vote, soit 5,00% du capital et des droits de vote de cette société. Ce franchissement de seuils résulte d'une augmentation d'actions Air Liquide détenues à titre de collatéral.","['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'hauss', 'novembr', 'seuil', 'capital', 'droit', 'vot', 'societ', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'augment', 'détenu', 'titr', 'collatéral']","['La', 'société', 'BlackRock', 'agissant', 'compte', 'client', 'fonds', 'dont', 'assure', 'gestion', 'a', 'déclaré', 'avoir', 'franchi', 'hausse', 'novembre', 'seuils', 'capital', 'droits', 'vote', 'société', 'Air', 'Liquide', 'détenir', 'compte', 'desdits', 'client', 'fonds', 'action', 'Air', 'Liquide', 'représentant', 'autant', 'droits', 'vote', 'capital', 'droits', 'vote', 'cette', 'société', 'Ce', 'franchissement', 'seuils', 'résulte', 'augmentation', 'Air', 'Liquide', 'détenues', 'titre', 'collatéral']"
2019-11-20,"La société BlackRock agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré avoir franchi en baisse, le 18 novembre 2019, les seuils de 5% du capital et des droits de vote de la société Air Liquide et détenir, pour le compte desdits clients et fonds, 23 527 209 actions Air Liquide représentant autant de droits de vote, soit 4,97% du capital et des droits de vote de cette société. Ce franchissement de seuils résulte d'une cession d'actions Air Liquide hors et sur le marché et d'une restitution d'actions Air Liquide détenues à titre de collatéral.","['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'baiss', 'novembr', 'seuil', 'capital', 'droit', 'vot', 'societ', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'cession', 'hor', 'march', 'restitu', 'détenu', 'titr', 'collatéral']","['La', 'société', 'BlackRock', 'agissant', 'compte', 'client', 'fonds', 'dont', 'assure', 'gestion', 'a', 'déclaré', 'avoir', 'franchi', 'baisse', 'novembre', 'seuils', 'capital', 'droits', 'vote', 'société', 'Air', 'Liquide', 'détenir', 'compte', 'desdits', 'client', 'fonds', 'action', 'Air', 'Liquide', 'représentant', 'autant', 'droits', 'vote', 'capital', 'droits', 'vote', 'cette', 'société', 'Ce', 'franchissement', 'seuils', 'résulte', 'cession', 'Air', 'Liquide', 'hors', 'marché', 'restitution', 'Air', 'Liquide', 'détenues', 'titre', 'collatéral']"
2019-11-13,"Air Liquide, l'agglomération Durance, Luberon, Verdon (DLVA) et Engie annoncent ce mercredi la signature d'un accord de coopération pour développer le projet 'HyGreen Provence', qui vise à produire, stocker et distribuer de l'hydrogène vert. 'Initié en 2017, HyGreen Provence devrait permettre de développer et valider les conditions technico économiques pour la production de 1.300 GWh d'électricité solaire, consommation résidentielle d'environ 450.000 personnes, pendant un an, ainsi que la production par électrolyse de l'eau d'hydrogène renouvelable à échelle industrielle. Le projet sera développé en plusieurs phases avec des premières réalisations envisagées dès fin 2021 et une phase finale possible en 2027', détaillent les partenaires.À terme, ce sont plusieurs dizaines de milliers de tonnes d'hydrogène renouvelable par an qui pourraient ainsi être produites pour répondre à un très large spectre d'usages.","['duranc', 'luberon', 'verdon', 'dlva', 'engi', 'annoncent', 'mercred', 'signatur', 'accord', 'cooper', 'développ', 'projet', 'provenc', 'vis', 'produir', 'stock', 'distribu', 'vert', 'hygreen', 'provenc', 'devr', 'permettr', 'développ', 'valid', 'condit', 'technico', 'économ', 'product', 'gwh', 'solair', 'consomm', 'résidentiel', 'person', 'pend', 'an', 'ains', 'product', 'électrolys', 'renouvel', 'échel', 'industriel', 'le', 'projet', 'développ', 'plusieur', 'phas', 'premi', 'réalis', 'envisag', 'des', 'fin', 'phas', 'final', 'possibl', 'détaillent', 'term', 'plusieur', 'dizain', 'milli', 'ton', 'renouvel', 'an', 'pourr', 'ains', 'être', 'produit', 'répondr', 'tres', 'larg', 'spectr']","['Air', 'Liquide', 'Durance', 'Luberon', 'Verdon', 'DLVA', 'Engie', 'annoncent', 'mercredi', 'signature', 'accord', 'coopération', 'développer', 'projet', 'Provence', 'vise', 'produire', 'stocker', 'distribuer', 'vert', 'HyGreen', 'Provence', 'devrait', 'permettre', 'développer', 'valider', 'condition', 'technico', 'économiques', 'production', 'GWh', 'solaire', 'consommation', 'résidentielle', 'personnes', 'pendant', 'an', 'ainsi', 'production', 'électrolyse', 'renouvelable', 'échelle', 'industrielle', 'Le', 'projet', 'développé', 'plusieurs', 'phase', 'premières', 'réalisations', 'envisagées', 'dès', 'fin', 'phase', 'finale', 'possible', 'détaillent', 'terme', 'plusieurs', 'dizaines', 'milliers', 'tonne', 'renouvelable', 'an', 'pourraient', 'ainsi', 'être', 'produites', 'répondre', 'très', 'large', 'spectre']"
2019-11-13,"Air Liquide indique étudier la possibilité d'une cession de sa filiale schülke, pour 'continuer à développer ses activités santé, tout en permettant à schülke de bénéficier des meilleures opportunités pour son développement à long terme'. 'Le processus étant dans une phase très préliminaire, différents scénarios sont actuellement à l'étude ; rien ne garantit avec certitude qu'il en résultera un désinvestissement effectif', précise toutefois le fournisseur de gaz industriels. La société schülke, dont le siège social est situé en Allemagne, est un leader dans le domaine de l'infection, de la prévention et de l'hygiène. Avec 130 ans d'expérience, elle compte plus de 1.200 collaborateurs dans 22 pays.","['indiqu', 'étudi', 'possibil', 'cession', 'filial', 'schülke', 'développ', 'activ', 'sant', 'tout', 'permet', 'schülke', 'bénéfici', 'meilleur', 'opportun', 'développ', 'long', 'term', 'processus', 'phas', 'tres', 'préliminair', 'différent', 'scénarios', 'actuel', 'rien', 'garant', 'certitud', 'résult', 'désinvest', 'effect', 'précis', 'toutefois', 'fournisseur', 'gaz', 'industriel', 'la', 'societ', 'schülke', 'dont', 'sieg', 'social', 'situ', 'allemagn', 'lead', 'domain', 'prévent', 'avec', 'an', 'compt', 'plus', 'collabor', 'pay']","['Air', 'Liquide', 'indique', 'étudier', 'possibilité', 'cession', 'filiale', 'schülke', 'développer', 'activités', 'santé', 'tout', 'permettant', 'schülke', 'bénéficier', 'meilleures', 'opportunités', 'développement', 'long', 'terme', 'processus', 'phase', 'très', 'préliminaire', 'différents', 'scénarios', 'actuellement', 'rien', 'garantit', 'certitude', 'résultera', 'désinvestissement', 'effectif', 'précise', 'toutefois', 'fournisseur', 'gaz', 'industriels', 'La', 'société', 'schülke', 'dont', 'siège', 'social', 'situé', 'Allemagne', 'leader', 'domaine', 'prévention', 'Avec', 'an', 'compte', 'plus', 'collaborateurs', 'pay']"
2019-11-12,"La société BlackRock agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré avoir franchi en hausse, le 7 novembre 2019, les seuils de 5% du capital et des droits de vote de la société L'Air Liquide et détenir, pour le compte desdits clients et fonds, 23 694 452 actions L'Air Liquide représentant autant de droits de vote, soit 5,01% du capital et des droits de vote de cette société. Ce franchissement de seuils résulte d'une acquisition d'actions L'Air Liquide sur le marché et d'une augmentation d'actions L'Air Liquide détenues à titre de collatéral.","['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'hauss', 'novembr', 'seuil', 'capital', 'droit', 'vot', 'societ', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'acquisit', 'march', 'augment', 'détenu', 'titr', 'collatéral']","['La', 'société', 'BlackRock', 'agissant', 'compte', 'client', 'fonds', 'dont', 'assure', 'gestion', 'a', 'déclaré', 'avoir', 'franchi', 'hausse', 'novembre', 'seuils', 'capital', 'droits', 'vote', 'société', 'Liquide', 'détenir', 'compte', 'desdits', 'client', 'fonds', 'action', 'Liquide', 'représentant', 'autant', 'droits', 'vote', 'capital', 'droits', 'vote', 'cette', 'société', 'Ce', 'franchissement', 'seuils', 'résulte', 'acquisition', 'Liquide', 'marché', 'augmentation', 'Liquide', 'détenues', 'titre', 'collatéral']"
2019-11-06,"Air Liquide annonce ce jour avoir signé avec Sinopec (China Petroleum & Chemical Corp.), à Pékin, un protocole d'accord pour 'contribuer à l'accélération du déploiement de solutions de mobilité hydrogène en Chine'. 'Les dirigeants d'Air Liquide et Sinopec sont convenus d'envisager un développement du réseau dédié à la mobilité hydrogène et à l'amélioration du cadre réglementaire indispensable au développement de l'hydrogène énergie en Chine, le plus grand marché mondial de la mobilité. Dans le cadre de cet accord, Air Liquide apportera à Sinopec son expertise de la chaîne logistique de l'hydrogène, de la production au stockage et à la distribution, afin d'apporter des solutions compétitives de fourniture d'hydrogène aux marchés chinois de la mobilité propre', détaille Air Liquide.","['annonc', 'jour', 'avoir', 'sign', 'sinopec', 'chin', 'petroleum', 'chemical', 'pékin', 'protocol', 'déploi', 'solut', 'mobil', 'hydrogen', 'chin', 'dirig', 'sinopec', 'convenus', 'développ', 'réseau', 'dédi', 'mobil', 'hydrogen', 'cadr', 'réglementair', 'indispens', 'développ', 'énerg', 'chin', 'plus', 'grand', 'march', 'mondial', 'mobil', 'dan', 'cadr', 'cet', 'accord', 'apport', 'sinopec', 'expertis', 'chaîn', 'logist', 'product', 'stockag', 'distribu', 'afin', 'solut', 'compétit', 'fournitur', 'march', 'chinois', 'mobil', 'propr', 'détaill']","['Air', 'Liquide', 'annonce', 'jour', 'avoir', 'signé', 'Sinopec', 'China', 'Petroleum', 'Chemical', 'Pékin', 'protocole', 'déploiement', 'solution', 'mobilité', 'hydrogène', 'Chine', 'dirigeants', 'Liquide', 'Sinopec', 'convenus', 'développement', 'réseau', 'dédié', 'mobilité', 'hydrogène', 'cadre', 'réglementaire', 'indispensable', 'développement', 'énergie', 'Chine', 'plus', 'grand', 'marché', 'mondial', 'mobilité', 'Dans', 'cadre', 'cet', 'accord', 'Air', 'Liquide', 'apportera', 'Sinopec', 'expertise', 'chaîne', 'logistique', 'production', 'stockage', 'distribution', 'afin', 'solution', 'compétitives', 'fourniture', 'marchés', 'chinois', 'mobilité', 'propre', 'détaille', 'Air', 'Liquide']"
2019-10-31,"Air Liquide fait part ce matin de l'acquisition, déjà finalisée, de son petit concurrent malaisien Southern Industrial Gas Sdn Bhd (SIGSB), dont le CA annuel est de l'ordre de 20 millions d'euros. Les modalités de l'opération n'ont pas été précisées. Acteur important sur ce marché asiatique, SIGSB emploie plus de 200 personnes et détient huit unités de production et de remplissage de gaz. L'opération 'devrait générer des synergies importantes grâce à une présence plus importante, Air Liquide disposant désormais d'un réseau couvrant l'essentiel du pays', indique le géant français des gaz industriels et médicaux.","['fait', 'part', 'matin', 'déjà', 'finalis', 'pet', 'concurrent', 'malaisien', 'southern', 'industrial', 'gas', 'sdn', 'bhd', 'sigsb', 'dont', 'ca', 'annuel', 'million', 'le', 'modal', 'précis', 'acteur', 'import', 'march', 'asiat', 'sigsb', 'emploi', 'plus', 'person', 'détient', 'huit', 'unit', 'product', 'remplissag', 'gaz', 'géner', 'synerg', 'import', 'grâc', 'présenc', 'plus', 'import', 'dispos', 'désorm', 'réseau', 'couvr', 'pay', 'indiqu', 'gé', 'franc', 'gaz', 'industriel', 'médical']","['Air', 'Liquide', 'fait', 'part', 'matin', 'déjà', 'finalisée', 'petit', 'concurrent', 'malaisien', 'Southern', 'Industrial', 'Gas', 'Sdn', 'Bhd', 'SIGSB', 'dont', 'CA', 'annuel', 'million', 'Les', 'modalités', 'précisées', 'Acteur', 'important', 'marché', 'asiatique', 'SIGSB', 'emploie', 'plus', 'personnes', 'détient', 'huit', 'unités', 'production', 'remplissage', 'gaz', 'générer', 'synergy', 'importantes', 'grâce', 'présence', 'plus', 'importante', 'Air', 'Liquide', 'disposant', 'désormais', 'réseau', 'couvrant', 'pay', 'indique', 'géant', 'français', 'gaz', 'industriels', 'médicaux']"
2019-10-24,"Air Liquide affiche un chiffre d'affaires du troisième trimestre de 5,5 milliards d'euros, en croissance de 3,5% en publié comme en comparable, porté par l'ensemble des activités gaz et services (96% des ventes), et l'activité marchés globaux et technologies. 'Sur le plan géographique, nos activités continuent de progresser dans toutes les régions du monde, et tout particulièrement en Asie et en Europe', précise Benoît Potier, le PDG du fournisseur de gaz industriels. Poursuivant la mise en oeuvre de son programme d'efficacité opérationnelle, Air Liquide se dit confiant dans sa capacité à réaliser en 2019, dans un environnement comparable, une croissance du résultat net, calculée à change constant.","['affich', 'chiffr', 'troisiem', 'trimestr', 'milliard', 'croissanc', 'publi', 'comm', 'compar', 'port', 'activ', 'gaz', 'servic', 'vent', 'march', 'global', 'technolog', 'plan', 'géograph', 'activ', 'continuent', 'progress', 'tout', 'région', 'mond', 'tout', 'particuli', 'asi', 'europ', 'précis', 'benoît', 'poti', 'pdg', 'fournisseur', 'gaz', 'industriel', 'poursuiv', 'mis', 'oeuvr', 'programm', 'opérationnel', 'dit', 'confi', 'capac', 'réalis', 'environ', 'compar', 'croissanc', 'résultat', 'net', 'calcul', 'chang', 'const']","['Air', 'Liquide', 'affiche', 'chiffre', 'troisième', 'trimestre', 'milliard', 'croissance', 'publié', 'comme', 'comparable', 'porté', 'activités', 'gaz', 'service', 'ventes', 'marchés', 'globaux', 'technology', 'plan', 'géographique', 'activités', 'continuent', 'progresser', 'toutes', 'régions', 'monde', 'tout', 'particulièrement', 'Asie', 'Europe', 'précise', 'Benoît', 'Potier', 'PDG', 'fournisseur', 'gaz', 'industriels', 'Poursuivant', 'mise', 'oeuvre', 'programme', 'opérationnelle', 'Air', 'Liquide', 'dit', 'confiant', 'capacité', 'réaliser', 'environnement', 'comparable', 'croissance', 'résultat', 'net', 'calculée', 'change', 'constant']"
2019-10-22,"La société BlackRock, Inc. agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré avoir franchi en hausse, le 17 octobre 2019, les seuils de 5% du capital et des droits de vote de la société Air Liquide et détenir, pour le compte desdits clients et fonds, 23 852 736 actions Air Liquide représentant autant de droits de vote, soit 5,04% du capital et des droits de vote de cette société. Ce franchissement de seuils résulte d'une réception d'actions Air Liquide détenues à titre de collatéral.","['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'hauss', 'octobr', 'seuil', 'capital', 'droit', 'vot', 'societ', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'récept', 'détenu', 'titr', 'collatéral']","['La', 'société', 'BlackRock', 'agissant', 'compte', 'client', 'fonds', 'dont', 'assure', 'gestion', 'a', 'déclaré', 'avoir', 'franchi', 'hausse', 'octobre', 'seuils', 'capital', 'droits', 'vote', 'société', 'Air', 'Liquide', 'détenir', 'compte', 'desdits', 'client', 'fonds', 'action', 'Air', 'Liquide', 'représentant', 'autant', 'droits', 'vote', 'capital', 'droits', 'vote', 'cette', 'société', 'Ce', 'franchissement', 'seuils', 'résulte', 'réception', 'Air', 'Liquide', 'détenues', 'titre', 'collatéral']"
2019-10-21,"BlackRock, agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré à l'AMF avoir franchi en baisse, le 16 octobre, les seuils de 5% du capital et des droits de vote d'Air Liquide et détenir 4,99% du capital et des droits de vote. Ce franchissement de seuils résulte d'une restitution d'actions Air Liquide détenues à titre de collatéral.","['blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'baiss', 'octobr', 'seuil', 'capital', 'droit', 'vot', 'déten', 'capital', 'droit', 'vot', 'ce', 'franch', 'seuil', 'résult', 'restitu', 'détenu', 'titr', 'collatéral']","['BlackRock', 'agissant', 'compte', 'client', 'fonds', 'dont', 'assure', 'gestion', 'a', 'déclaré', 'avoir', 'franchi', 'baisse', 'octobre', 'seuils', 'capital', 'droits', 'vote', 'Liquide', 'détenir', 'capital', 'droits', 'vote', 'Ce', 'franchissement', 'seuils', 'résulte', 'restitution', 'Air', 'Liquide', 'détenues', 'titre', 'collatéral']"
2019-10-17,"Air Liquide annonce s'associer à ArcelorMittal dans la première implantation industrielle d'un projet pilote afin de réduire les émissions carbone dans la production d'acier et de les recycler en produits chimiques, plus précisément en bioéthanol avancé. Dans le cadre de ce projet, sa division Air Liquide Engineering & Construction fournira la solution technologique qui filtre les effluents gazeux du haut fourneau. Ces gaz seront ensuite injectés dans un bioréacteur pour produire du bioéthanol. Le projet sera mis en oeuvre dans l'aciérie d'ArcelorMittal de Gand, en Belgique. La construction de l'installation est en cours et elle devrait être opérationnelle fin 2020. A terme, le site devrait produire 80 millions de litres de bioéthanol par an.","['annonc', 'arcelormittal', 'premi', 'implant', 'industriel', 'projet', 'pilot', 'afin', 'réduir', 'émiss', 'carbon', 'product', 'recycl', 'produit', 'chimiqu', 'plus', 'précis', 'bioéthanol', 'avanc', 'dan', 'cadr', 'projet', 'divis', 'engineering', 'construct', 'fourn', 'solut', 'technolog', 'filtr', 'effluent', 'gazeux', 'haut', 'fourneau', 'ce', 'gaz', 'ensuit', 'inject', 'bioréacteur', 'produir', 'bioéthanol', 'le', 'projet', 'mis', 'oeuvr', 'gand', 'belgiqu', 'la', 'construct', 'cour', 'devr', 'être', 'opérationnel', 'fin', 'a', 'term', 'sit', 'devr', 'produir', 'million', 'litr', 'bioéthanol', 'an']","['Air', 'Liquide', 'annonce', 'ArcelorMittal', 'première', 'implantation', 'industrielle', 'projet', 'pilote', 'afin', 'réduire', 'émissions', 'carbone', 'production', 'recycler', 'produits', 'chimiques', 'plus', 'précisément', 'bioéthanol', 'avancé', 'Dans', 'cadre', 'projet', 'division', 'Air', 'Liquide', 'Engineering', 'Construction', 'fournira', 'solution', 'technologique', 'filtre', 'effluent', 'gazeux', 'haut', 'fourneau', 'Ces', 'gaz', 'ensuite', 'injectés', 'bioréacteur', 'produire', 'bioéthanol', 'Le', 'projet', 'mi', 'oeuvre', 'Gand', 'Belgique', 'La', 'construction', 'cours', 'devrait', 'être', 'opérationnelle', 'fin', 'A', 'terme', 'site', 'devrait', 'produire', 'million', 'litre', 'bioéthanol', 'an']"
2019-12-20,"Air Liquide établit un nouveau record absolu au-delà de 126,7E pour couronner 2019, avec un score de +29% depuis le 1et janvier (un tout petit peu mieux que le CAC40, un peu moins bien que le CAC40 'GR'). Parti d'un plancher de 92,8E en 2019, le titre pouvait viser un objectif de 128E, via un dérivé du 'Fibo' de +38,2%: il est pratiquement atteint.","['établ', 'nouveau', 'record', 'absolu', 'couron', 'scor', 'depuis', 'janvi', 'tout', 'pet', 'peu', 'mieux', 'peu', 'moin', 'bien', 'part', 'planch', 'titr', 'pouv', 'vis', 'object', 'vi', 'dériv', 'pratiqu', 'atteint']","['Air', 'Liquide', 'établit', 'nouveau', 'record', 'absolu', 'couronner', 'score', 'depuis', 'janvier', 'tout', 'petit', 'peu', 'mieux', 'peu', 'moins', 'bien', 'Parti', 'plancher', 'titre', 'pouvait', 'viser', 'objectif', 'via', 'dérivé', 'pratiquement', 'atteint']"
2019-12-06,"La société BlackRock, Inc. agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré avoir franchi en baisse, le 4 décembre 2019, les seuils de 5% du capital et des droits de vote de la société Air Liquide et détenir, pour le compte desdits clients et fonds, 23 390 626 actions Air Liquide représentant autant de droits de vote, soit 4,94% du capital et des droits de vote de cette société. Ce franchissement de seuils résulte d'une cession d'actions Air Liquide hors marché et d'une diminution du nombre d'actions Air Liquide étenues à titre de collatéral.","['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'baiss', 'décembr', 'seuil', 'capital', 'droit', 'vot', 'societ', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'cession', 'hor', 'march', 'diminu', 'nombr', 'étenu', 'titr', 'collatéral']","['La', 'société', 'BlackRock', 'agissant', 'compte', 'client', 'fonds', 'dont', 'assure', 'gestion', 'a', 'déclaré', 'avoir', 'franchi', 'baisse', 'décembre', 'seuils', 'capital', 'droits', 'vote', 'société', 'Air', 'Liquide', 'détenir', 'compte', 'desdits', 'client', 'fonds', 'action', 'Air', 'Liquide', 'représentant', 'autant', 'droits', 'vote', 'capital', 'droits', 'vote', 'cette', 'société', 'Ce', 'franchissement', 'seuils', 'résulte', 'cession', 'Air', 'Liquide', 'hors', 'marché', 'diminution', 'nombre', 'Air', 'Liquide', 'étenues', 'titre', 'collatéral']"
2019-12-06,"Un avis publié ce matin par l'Autorité des marchés financiers relaie la déclaration selon laquelle le 4 décembre, la méga-gestion américaine BlackRock a franchi en baisse les seuils de 5% du capital et des droits de vote d'Air Liquide. A cette date, pour le compte de ses fonds et de ses clients, et après la cession de titres hors marché et une restitution d'actions détenues à titre de collatéral, BlackRock pointait à 4,94% des parts et des voix du géant français des gaz industriels et médicaux.","['un', 'avis', 'publi', 'matin', 'march', 'financi', 'relai', 'déclar', 'selon', 'laquel', 'décembr', 'américain', 'blackrock', 'a', 'franch', 'baiss', 'seuil', 'capital', 'droit', 'vot', 'a', 'cet', 'dat', 'compt', 'fond', 'client', 'apres', 'cession', 'titr', 'hor', 'march', 'restitu', 'détenu', 'titr', 'collatéral', 'blackrock', 'point', 'part', 'voix', 'gé', 'franc', 'gaz', 'industriel', 'médical']","['Un', 'avis', 'publié', 'matin', 'marchés', 'financier', 'relaie', 'déclaration', 'selon', 'laquelle', 'décembre', 'américaine', 'BlackRock', 'a', 'franchi', 'baisse', 'seuils', 'capital', 'droits', 'vote', 'Liquide', 'A', 'cette', 'date', 'compte', 'fonds', 'client', 'après', 'cession', 'titre', 'hors', 'marché', 'restitution', 'détenues', 'titre', 'collatéral', 'BlackRock', 'pointait', 'part', 'voix', 'géant', 'français', 'gaz', 'industriels', 'médicaux']"
